id,title,claim,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,GPT_Response_1,GPT_Response_2,GPT_Response_3,GPT_Response_consensus
7235,"Discovery in 12,000-Year-Old Grave Shows Not All Ancient Fishers Were Men","Discovery in 12,000-Year-Old Grave Shows Not All Ancient Fishers Were Men",https://www.sciencealert.com/pleistocene-fish-hooks-female-burial-grave-hunter-gatherer-indonesia,Humans,12-Dec-17,TRUE,https://bioone.org/journals/monographs-of-the-western-north-american-naturalist/volume-7/issue-1/042.007.0113/Early-Holocene-Pearl-Oyster-Circular-Fishhooks-and-Ornaments-on-Esp%c3%adritu/10.3398/042.007.0113.full,"Early Holocene Pearl Oyster Circular Fishhooks and Ornaments on EspÃ­ritu Santo Island, Baja California Sur",Harumi Fujita,"Discovery and analysis of 43 pearl oyster (Pinctada mazatlanica) artifacts and associated shell-processing tools from middle and basal levels of Covacha Babisuri, a rock shelter on EspÃ­ritu Santo Island, Baja California Sur, provide evidence of Early and Middle Holocene fishhook production along the southern Gulf of California coast. AMS 14C analysis of a fishhook preform recovered from the lowest stratum of the rock shelter returned a date of 8380 Â± 50 RCYBP (Beta-236254), or 8750â€“8500 cal BP, with a reservoir effect of 250 Â± 20 years, making this artifact one of the earliest known examples of a shell fishhook in the world. An additional pearl oyster artifact was found in a deeper level dating closer to 10,000 RCYBP, suggesting that this type of fishhook may date to this earlier period.",Monographs of the Western North American Naturalist,2014,SUPPORT,SUPPORT,SUPPORT,SUPPORT
7236,New Electronic Sensor Can Detect Ovarian Cancer in Your Breath,New Electronic Sensor Can Detect Ovarian Cancer in Your Breath,https://www.sciencealert.com/these-new-electronic-sensors-can-detect-ovarian-cancer-in-your-breath,Health,30-Oct-15,TRUE,https://pubs.acs.org/doi/10.1021/acs.nanolett.5b03052,Dynamic Nanoparticle-Based Flexible Sensors: Diagnosis of Ovarian Carcinoma from Exhaled Breath,"Nicole Kahn, Ofer Lavie, Moran Paz, Yakir Segev, and Hossam Haick","Flexible sensors based on molecularly modified gold nanoparticles (GNPs) were integrated into a dynamic cross-reactive diagnostic sensing array. Each bending state of the GNP-based flexible sensor gives unique nanoparticle spatial organization, altering the interaction between GNP ligands and volatile organic compounds (VOCs), which increases the amount of data obtainable from each sensor. Individual dynamic flexible sensor could selectively detect parts per billion (ppb) level VOCs that are linked with ovarian cancers in exhaled breath and discriminate them from environmental VOCs that exist in exhaled breath samples, but do not relate to ovarian cancer per se. Strain-related response successfully discriminated between exhaled breath collected from control subjects and those with ovarian cancer, with data from a single sensor being sufficient to obtain 82% accuracy, irrespective of important confounding factors, such as tobacco consumption and comorbidities. The approach raises the hope of achieving an extremely simple, inexpensive, portable, and noninvasive diagnostic procedure for cancer and other diseases.",Nano Letters,2015,SUPPORT,SUPPORT,SUPPORT,SUPPORT
7237,Psychiatrist Argues The 'Sonic Attacks' on Diplomats in Cuba Are Not Mass Hysteria,Psychiatrist Argues The 'Sonic Attacks' on Diplomats in Cuba Are Not Mass Hysteria,https://www.sciencealert.com/the-sonic-attacks-on-us-diplomats-in-cuba-are-not-manifestations-of-mass-hysteria,Opinion,5-Jul-19,TRUE,https://www.tandfonline.com/doi/abs/10.1080/0305569960220301,Epidemic Hysteria in Schools: an international and historical overview,Robert E. Bartholomew & Francois Sirois,"This study examines the characteristic features of epidemic hysteria reports in school settings, describing broad presentation patterns, and implications for management. Three distinct symptom patterns are evident based on the descriptive features of reports. The first type is â€˜mass motor hysteriaâ€™ (n = 53) which predominates in nonâ€Western traditional cultures among students exposed to preâ€existing psychosocial stress, most frequently repressive academic and religious discipline, which precipitates dissociation, histrionics, and psychomotor alterations. A second pattern, â€˜mass anxiety hysteriaâ€™ (n = 62), is typified by the sudden appearance of extreme anxiety following the redefinition of a mundane event such as illness in a fellow student or an unfamiliar odour, which is perceived as an immediate threat. A third pattern, â€˜mass pseudoâ€hysteriaâ€™ (n = 1) involves the relabelling of mundane symptoms by hypervigilant authorities. Epidemic hysteria in school settings manifests as variants of a unitary syndrome that is masked by cultural custom and local nomenclature. A diagnosis is reached by noting the absence of a concrete pathogenic etiology, in conjunction with group anxiety, ambiguous, benign, transient symptomatology, and a preponderance of female victims. Management consists of the identification and removal of the precipitating psychosocial stress.",Educational Studies,1996,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
7238,Dingoes May Have Actually Migrated to Australia Twice,Dingoes May Have Actually Migrated to Australia Twice,https://www.sciencealert.com/dingoes-might-actually-be-two-populations-not-one,Environment,2-Nov-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.3487,"Conservation implications for dingoes from the maternal and paternal genome: Multiple populations, dog introgression, and demography","Kylie M. Cairns, Sarah K. Brown, Benjamin N. Sacks, J. William O. Ballard","It is increasingly common for apex predators to face a multitude of complex conservation issues. In Australia, dingoes are the mainland apex predator and play an important role in ecological functioning. Currently, however, they are threatened by hybridization with modern domestic dogs in the wild. As a consequence, we explore how increasing our understanding of the evolutionary history of dingoes can inform management and conservation decisions. Previous research on whole mitochondrial genome and nuclear data from five geographical populations showed evidence of two distinct lineages of dingo. Here, we present data from a broader survey of dingoes around Australia using both mitochondrial and Y chromosome markers and investigate the timing of demographic expansions. Biogeographic data corroborate the presence of at least two geographically subdivided genetic populations, southeastern and northwestern. Demographic modeling suggests that dingoes have undergone population expansion in the last 5,000 years. It is not clear whether this stems from expansion into vacant niches after the extinction of thylacines on the mainland or indicates the arrival date of dingoes. Male dispersal is much more common than female, evidenced by more diffuse Y haplogroup distributions. There is also evidence of likely historical male biased introgression from domestic dogs into dingoes, predominately within southeastern Australia. These findings have critical practical implications for the management and conservation of dingoes in Australia; particularly a focus must be placed upon the threatened southeastern dingo population.",Ecology and Evolution,2017,SUPPORT,SUPPORT,SUPPORT,SUPPORT
7239,Scientists Have Engineered Beetles With a Fully Functional Third Eye,Scientists Have Engineered Beetles With a Fully Functional Third Eye,https://www.sciencealert.com/scarab-beetle-grows-third-eye-genetic-engineering-organ-evolution,Nature,14-Nov-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1002/jez.b.22682,"Conservation, Innovation, and Bias: Embryonic Segment Boundaries Position Posterior, but Not Anterior, Head Horns in Adult Beetles","Hannah A. Busey, Eduardo E. Zattara, Armin P. Moczek","The integration of form and function of novel traits is a fundamental process during the developmental evolution of complex organisms, yet how novel traits and trait functions integrate into preexisting contexts remains poorly understood. Here, we explore the mechanisms by which the adult insect head has been able to integrate novel traits and features during its ontogeny, focusing on the cephalic horns of Onthophagus beetles. Specifically, using a microablation approach we investigate how different regions of the dorsal head of adult horned beetles relate to their larval and embryonic counterparts and test whether deeply conserved regional boundaries that establish the embryonic head might also facilitate or bias the positioning of cephalic horns along the dorsal adult head. We find that paired posterior hornsâ€”the most widespread horn type within the genusâ€”are positioned along a border homologous to the embryonic clypeolabral (CL)â€“ocular boundary, and that this placement constitutes the ancestral form of horn positioning. In contrast, we observed that the phylogenetically much rarer anterior horns are positioned by larval head regions contained firmly within the CL segment and away from any major preexisting larval head landmarks or boundaries. Lastly, we describe the unexpected finding that ablations at medial head regions can result in ectopic outgrowths bearing terminal structures resembling the more anterior clypeal ridge. We discuss our results in the light of the developmental genetic mechanisms of head formation in holometabolous insects and the role of co-option in innovation and bias in developmental evolution.",Journal of Experimental Biology,2016,CONTRADICT,CONTRADICT,NEI,CONTRADICT
7240,Use of Hand Sanitiser Can Seriously Mess With Breath Alcohol Test Results,Use of Hand Sanitiser Can Seriously Mess With Breath Alcohol Test Results,https://www.sciencealert.com/use-of-hand-sanitiser-can-seriously-mess-with-breath-alcohol-test-results,Humans,22-Nov-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1111/1556-4029.13691,The Effect of Alcohol-Based Hand Sanitizer Vapors on Evidential Breath Alcohol Test Results,"Ellen Strawsine B.S., Brian Lutmer B.S.","This study was undertaken to determine if the application of alcohol-based hand sanitizers (ABHSs) to the hands of a breath test operator will affect the results obtained on evidential breath alcohol instruments (EBTs). This study obtained breath samples on three different EBTs immediately after application of either gel or foam ABHS to the operator's hands. A small, but significant, number of initial analyses (13 of 130, 10%) resulted in positive breath alcohol concentrations, while 41 samples (31.5%) resulted in a status code. These status codes were caused by ethanol vapors either in the room air or their inhalation by the subject, thereby causing a mouth alcohol effect. Replicate subject samples did not yield any consecutive positive numeric results. As ABHS application can cause a transitory mouth alcohol effect via inhalation of ABHS vapors, EBT operators should forego the use of ABHS in the 15 min preceding subject testing.",Journal of Forensic Sciences,2017,SUPPORT,SUPPORT,SUPPORT,SUPPORT
7241,"6 of The Biggest Misconceptions About Happiness, According to Science","6 of The Biggest Misconceptions About Happiness, According to Science",https://www.sciencealert.com/6-of-the-biggest-misconceptions-about-happiness-according-to-science,Humans,20-Oct-17,TRUE,https://www.tandfonline.com/doi/abs/10.1080/10615800701195405?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed,"Forgiving the September 11th terrorists: Associations with coping, psychological distress, and religiosity","Galena Kline Rhoades, Daniel N. McIntosh, Martha E. Wadsworth, Jarl A. Ahlkvist, Rebecca A. Burwell, Gretchen R. Gudmundsen,Tali Raviv & Jacqueline G. Rea","Two studies examined how non-interpersonal forgiveness (when there is no social relationship between the transgressor and forgiver) related to coping and involuntary responses to stress, psychological distress, and religiosity. Three to six weeks after September 11th, 2001, forgiveness had non-linear associations with other responses to the terrorist attacks. Among college students (N=488), those who were trying or had forgiven (pro-forgiveness) the terrorists reported less involuntary engagement, more primary and secondary control coping, and more meaning finding than those who were unsure about forgiveness (ambivalent) and those who did not believe the perpetrators should be forgiven (anti-forgiveness). Ambivalent students reported the most distress, even after controlling for religion. Anti-forgiveness students reported less religiosity than ambivalent and pro-forgiveness students. Most findings were consistent among middle schoolers (N=154), particularly regarding psychological distress and responses to stress. Also, forgiveness of strangers for acts against one's community functioned separately from religion.","Anxiety, Stress, & Coping",2007,CONTRADICT,NEI,CONTRADICT,CONTRADICT
7242,This Study Has Good News For People Who Spend All Their Time Daydreaming,This Study Has Good News For People Who Spend All Their Time Daydreaming,https://www.sciencealert.com/daydream-mind-wander-intelligence-creativity-schumacher,Humans,25-Oct-17,TRUE,https://direct.mit.edu/jocn/article-abstract/20/3/458/4472/Going-AWOL-in-the-Brain-Mind-Wandering-Reduces?redirectedFrom=fulltext,Going AWOL in the Brain: Mind Wandering Reduces Cortical Analysis of External Events,"Jonathan Smallwood, Emily Beach, Jonathan W. Schooler, Todd C. Handy","Converging evidence from neuroscience suggests that our attention to the outside world waxes and wanes over time. We examined whether these periods of â€œmind wanderingâ€ are associated with reduced cortical analysis of the external environment. Participants performed a sustained attention to response task in which they responded to frequent â€œnontargetsâ€ (digits 0â€“9) and withheld responses for infrequent â€œtargetsâ€ (the letter X). Mind wandering was defined both behaviorally, indicated by a failure to withhold a response to a target, and subjectively, via self-report at a thought probe. The P300 event-related potential component for nontargets was reduced prior to both the behavioral and subjective reports of mind wandering, relative to periods of being â€œon-task.â€ Regression analysis of P300 amplitude revealed significant common variance between behavioral and subjective markers of mind wandering, suggesting that both markers reflect a common underlying mental state. Finally, control analysis revealed that the effect of mind wandering on the P300 could not be ascribed to changes in motor activity nor was it associated with general arousal. Our data suggest that when trying to engage attention in a sustained manner, the mind will naturally ebb and flow in the depth of cognitive analysis it applies to events in the external environment.",Journal of Cognitive Neuroscience,2008,SUPPORT,CONTRADICT,NEI,SUPPORT
7243,"An Orca Has Been Taught to ""Say"" Human Words in a World-First","An Orca Has Been Taught to ""Say"" Human Words in a World-First",https://www.sciencealert.com/orca-killer-whale-learns-to-mimic-human-speech-hello-bye-bye-language,Nature,31-Jan-18,TRUE,https://cdnsciencepub.com/doi/abs/10.1139/z91-206,Vocal traditions among resident killer whales (Orcinus orca) in coastal waters of British Columbia,John K. B. Ford,"Underwater vocalizations were recorded during repeated encounters with 16 pods, or stable kin groups, of resident killer whales (Orcinus orca) off the coast of British Columbia. Pods were identified from unique natural markings on individuals. Vocal exchanges within pods were dominated by repetitious, discrete calls. Pods each produced 7â€“17 (mean 10.7) types of discrete calls. Individuals appear to acquire their pod's call repertoire by learning, and repertoires can persist with little change for over 25 years. Call repertoires differed significantly among pods in the resident population. The 16 pods formed four distinct acoustic associations, or clans, each having a unique repertoire of discrete calls, or vocal tradition. Pods within a clan shared several call types, but no sharing took place among clans. Shared calls often contained structural variations specific to each pod or group of pods in the clan. These variants and other differences in acoustic behaviour formed a system of related pod-specific dialects within the vocal tradition of each clan. Pods from different clans often travelled together, but observed patterns of social associations were often independent of acoustic relationships. It is proposed that each clan comprises related pods that have descended from a common ancestral group. New pods formed from this ancestral group through growth and matrilineal division of the lineage. The formation of new pods was accompanied by divergence of the call repertoire of the founding group. Such divergence resulted from the accumulation of errors in call learning across generations, call innovation, and call extinction. Pod-specific repertoires probably serve to enhance the efficiency of vocal communication within the group and act as behavioural indicators of pod affiliation. The striking differences among the vocal traditions of different clans suggest that each is an independent matriline.",Canadian Journal of Zoology,1991,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
7244,"We Finally Have Footage of Tardigrade Mating, And It's Even Weirder Than Expected","We Finally Have Footage of Tardigrade Mating, And It's Even Weirder Than Expected",https://www.sciencealert.com/we-finally-have-footage-of-tardigrade-mating-and-it-s-even-weirder-than-expected,Nature,3-Dec-16,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1111/zoj.12435,"First detailed observations on tardigrade mating behaviour and some aspects of the life history of Isohypsibius dastychi Pilato, Bertolani & Binda 1982 (Tardigrada, Isohypsibiidae)","Jana Bingemer, Karin Hohberg, Ralph O. Schill","In the present study we provide new insights into the mating behaviour of a bisexual tardigrade, Isohypsibius dastychi, revealing a process much more complex than expected. Mating included mutual stimulation that preceded semen ejaculation and egg deposition. If no mating occurred, egg absorption was observed. In addition, the life history and the influence of temperature on development were studied at two temperatures (12 and 20 Â°C). At both temperatures I. dastychi underwent three moults until adulthood with increasing inter-moult phases from the first to the third moult. As animals maintained at 12 Â°C became adults significantly later and also were significantly larger than animals at 20 Â°C, it is unlikely that either age or size determines the transition to adulthood. Generation time of females was significantly shorter than that of males, and both males and females were iteroparous. The consequences of our findings are discussed.",Zoological Journal of the Linnean Society,2016,SUPPORT,SUPPORT,CONTRADICT,SUPPORT
7245,"99% of Ocean Plastic Waste Is Invisible, But This Method Could Help Find It","99% of Ocean Plastic Waste Is Invisible, But This Method Could Help Find It",https://www.sciencealert.com/missing-99-percent-ocean-microplastic-detection-method,Environment,24-Nov-17,TRUE,https://pubs.acs.org/doi/10.1021/acs.est.7b04512,"Lost, but Found with Nile Red: A Novel Method for Detecting and Quantifying Small Microplastics (1 mm to 20 Î¼m) in Environmental Samples","Gabriel Erni-Cassola, Matthew I. Gibson, Richard C. Thompson, and Joseph A. Christie-Oleza","Marine plastic debris is a global environmental problem. Surveys have shown that <5 mm plastic particles, known as microplastics, are significantly more abundant in surface seawater and on shorelines than larger plastic particles are. Nevertheless, quantification of microplastics in the environment is hampered by a lack of adequate high-throughput methods for distinguishing and quantifying smaller size fractions (<1 mm), and this has probably resulted in an underestimation of actual microplastic concentrations. Here we present a protocol that allows high-throughput detection and automated quantification of small microplastic particles (20â€“1000 Î¼m) using the dye Nile red, fluorescence microscopy, and image analysis software. This protocol has proven to be highly effective in the quantification of small polyethylene, polypropylene, polystyrene, and nylon-6 particles, which frequently occur in the water column. Our preliminary results from sea surface tows show a power-law increase in small microplastics (i.e., <1 mm) with a decreasing particle size. Hence, our data help to resolve speculation about the â€œapparentâ€ loss of this fraction from surface waters. We consider that this method presents a step change in the ability to detect small microplastics by substituting the subjectivity of human visual sorting with a sensitive and semiautomated procedure.",Environmental Science & Technology,2017,SUPPORT,SUPPORT,SUPPORT,SUPPORT
7246,"Marine Ecosystems Can Survive The Worst Mass Extinction Events, Study Shows","Marine Ecosystems Can Survive The Worst Mass Extinction Events, Study Shows",https://www.sciencealert.com/marine-ecosystems-cling-on-to-life-through-some-of-the-worst-mass-extinction-events,Environment,23-Oct-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1111/pala.12332,Impact of the Late Triassic mass extinction on functional diversity and composition of marine ecosystems,"Alexander M. Dunhill, William J. Foster, James Sciberras, Richard J. Twitchett","Mass extinctions have profoundly influenced the history of life, not only through the death of species but also through changes in ecosystem function and structure. Importantly, these events allow us the opportunity to study ecological dynamics under levels of environmental stress for which there are no recent analogues. Here, we examine the impact and selectivity of the Late Triassic mass extinction event on the functional diversity and functional composition of the global marine ecosystem, and test whether post-extinction communities in the Early Jurassic represent a regime shift away from pre-extinction communities in the Late Triassic. Our analyses show that, despite severe taxonomic losses, there is no unequivocal loss of global functional diversity associated with the extinction. Even though no functional groups were lost, the extinction event was, however, highly selective against some modes of life, in particular sessile suspension feeders. Although taxa with heavily calcified skeletons suffered higher extinction than other taxa, lightly calcified taxa also appear to have been selected against. The extinction appears to have invigorated the already ongoing faunal turnover associated with the Mesozoic Marine Revolution. The ecological effects of the Late Triassic mass extinction were preferentially felt in the tropical latitudes, especially amongst reefs, and it took until the Middle Jurassic for reef ecosystems to fully recover to pre-extinction levels.",Palaeontology,2017,SUPPORT,CONTRADICT,CONTRADICT,CONTRADICT
7247,"Scientists Find a 35-Million-Year-Old ""Mordor Under The Sea"" Near Australia","Scientists Find a 35-Million-Year-Old ""Mordor Under The Sea"" Near Australia",https://www.sciencealert.com/scientists-find-35-million-year-old-underwater-mordor-lava-flow-near-australia,Nature,22-Jan-18,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017GC007178,Three-Dimensional Seismic Imaging of Ancient Submarine Lava Flows: An Example From the Southern Australian Margin,"P. Reynolds, S. Holford, N. Schofield, A. Ross","Submarine lava flows are the most common surficial igneous rock on the Earth. However, they are inherently more difficult to study than their subaerial counterparts due to their inaccessibility. In this study, we use newly acquired 3-D (three-dimensional) seismic reflection data to document the distribution and morphology of 26 ancient, buried lava flows within the middle Eocene-aged Bight Basin Igneous Complex, offshore southern Australia. Many of these lava flows are associated with volcanoes that vary from 60 to 625 m in height and 0.3 to 10 km in diameter. Well data and seismic-stratigraphic relationships suggest that the lava flows and volcanoes were emplaced offshore in water depths of <300 m. The lava flows range from 0.5 to 34 km in length and 1 to 15 km in width and are typified by tabular and dendritic forms. This morphological variation may result from differing lava effusion rates and/or the volumes of lava erupted. We demonstrate that: (1) the dendritic flows contain complex lava distribution systems and kipukas, features never-before observed from seismic data; and (2) the distribution and morphology of the lava flows was strongly controlled by the emplacement of magmatic intrusion-induced forced folds. This suggests that magmatic intrusions may play an important role in controlling the distribution of lava flows elsewhere. Our study highlights the usefulness of seismic data in studying the manifestation of submarine volcanism, and provides quantitative data on the extent and distribution of an ancient submarine volcanic province along the southern Australian margin.","Geochemistry, Geophysics, Geosystems",2017,SUPPORT,SUPPORT,NEI,SUPPORT
7248,Scientists Have Designed a Crystalline Type of Aluminium That's Insanely Light,Scientists Have Designed a Crystalline Type of Aluminium That's Insanely Light,https://www.sciencealert.com/scientists-have-designed-a-new-type-of-aluminium-that-could-float-on-water,Tech,25-Sep-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1002/anie.201607074,Supertetrahedral Networks and Lithium-Ion Mobility in Li2SiP2 and LiSi2P3,"M.â€…Sc. Arthur Haffner, Dr. Thomas BrÃ¤uniger, Prof.â€…Dr. Dirk Johrendt","The new phosphidosilicates Li2SiP2 and LiSi2P3 were synthesized by heating the elements at 1123â€…K and characterized by single-crystal X-ray diffraction. Li2SiP2 (I41/acd, Z=32, a=12.111(1)â€…Ã…, c=18.658(2)â€…Ã…) contains two interpenetrating diamond-like tetrahedral networks consisting of corner-sharing T2 supertetrahedra [(SiP4/2)4]. Sphalerite-like interpenetrating networks of uniquely bridged T4 and T5 supertetrahedra make up the complex structure of LiSi2P3 (I41/a, Z=100, a=18.4757(3)â€…Ã…, c=35.0982(6)â€…Ã…). The lithium ions are located in the open spaces between the supertetrahedra and coordinated by four to six phosphorus atoms. Temperature-dependent 7Li solid-state MAS NMR spectroscopic data indicate high mobility of the Li+ ions with low activation energies of 0.10â€…eV in Li2SiP2 and 0.07â€…eV in LiSi2P3.",Angewandte Chemie International Edition,2016,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
7249,MIT Engineers Show Da Vinci's 500-Year-Old Radical Bridge Design Would Have Worked,MIT Engineers Show Da Vinci's 500-Year-Old Radical Bridge Design Would Have Worked,https://www.sciencealert.com/da-vinci-s-innovative-giant-bridge-design-still-stands-up-500-years-later,Physics,11-Oct-19,TRUE,https://ascelibrary.org/doi/abs/10.1061/%28ASCE%291084-0702%282001%296%3A6%28412%29,London Millennium Bridge: Pedestrian-Induced Lateral Vibration," Pat Dallard, Tony Fitzpatrick, Anthony Flint, Angus Low, Roger Ridsdill Smith, Michael Willford, and Mark Roche","The London Millennium Footbridge is located across the Thames River in Central London. At its opening on June 10, 2000, the bridge experienced pedestrian-induced lateral vibration. Observations on the day of opening and studies of video footage revealed up to 50 mm of lateral movement of the south span and 70 mm of the center span. The north span did not move substantially. The bridge was closed on June 12, 2000, pending an investigation into the cause of the unexpected lateral movements. This paper highlights the phenomenon of pedestrian-induced lateral vibration on footbridges and the current state of knowledge of the lateral loading effect. Modification of the bridge, introducing extensive passive damping, is currently underway with completion scheduled for the end of 2001.",Journal of Bridge Engineering,2001,CONTRADICT,NEI,CONTRADICT,CONTRADICT
7250,1.6 Billion-Year-Old Breath of Life Has Been Found in These Amazing Fossils,1.6 Billion-Year-Old Breath of Life Has Been Found in These Amazing Fossils,https://www.sciencealert.com/trapped-oxygen-bubbles-are-1-6-billion-years-old,Nature,5-Mar-18,TRUE,https://onlinelibrary.wiley.com/doi/10.1111/gbi.12274/abstract;jsessionid=F06E262126B8CE4D2E61C1CC8E780EB8.f03t04,"Evidence of oxygenic phototrophy in ancient phosphatic stromatolites from the Paleoproterozoic Vindhyan and Aravalli Supergroups, India","T. Sallstedt, S. Bengtson, C. Broman, P. M. Crill, D. E. Canfield","Fossil microbiotas are rare in the early rock record, limiting the type of ecological information extractable from ancient microbialites. In the absence of body fossils, emphasis may instead be given to microbially derived features, such as microbialite growth patterns, microbial mat morphologies, and the presence of fossilized gas bubbles in lithified mats. The metabolic affinity of micro-organisms associated with phosphatization may reveal important clues to the nature and accretion of apatite-rich microbialites. Stromatolites from the 1.6 Ga Chitrakoot Formation (Semri Group, Vindhyan Supergroup) in central India contain abundant fossilized bubbles interspersed within fine-grained in situ-precipitated apatite mats with average Î´13Corg indicative of carbon fixation by the Calvin cycle. In addition, the mats hold a synsedimentary fossil biota characteristic of cyanobacterial and rhodophyte morphotypes. Phosphatic oncoid cone-like stromatolites from the Paleoproterozoic Aravalli Supergroup (Jhamarkotra Formation) comprise abundant mineralized bubbles enmeshed within tufted filamentous mat fabrics. Construction of these tufts is considered to be the result of filamentous bacteria gliding within microbial mats, and as fossilized bubbles within pristine mat laminae can be used as a proxy for oxygenic phototrophy, this provides a strong indication for cyanobacterial activity in the Aravalli mounds. We suggest that the activity of oxygenic phototrophs may have been significant for the formation of apatite in both Vindhyan and Aravalli stromatolites, mainly by concentrating phosphate and creating steep diurnal redox gradients within mat pore spaces, promoting apatite precipitation. The presence in the Indian stromatolites of alternating apatite-carbonate lamina may result from local variations in pH and oxygen levels caused by photosynthesisâ€“respiration in the mats. Altogether, this study presents new insights into the ecology of ancient phosphatic stromatolites and warrants further exploration into the role of oxygen-producing biotas in the formation of Paleoproterozoic shallow-basin phosphorites.",Geobiology,2018,SUPPORT,SUPPORT,CONTRADICT,SUPPORT
7251,It's Bad That Most Animals Used in Experiments Never Appear in Published Research,It's Bad That Most Animals Used in Experiments Never Appear in Published Research,https://www.sciencealert.com/most-animals-used-in-scientific-experiments-never-appear-in-published-research,Opinion,16-Oct-20,TRUE,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jne.12384,Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory,"A. Lane, O. Luminet, G. Nave and M. Mikolajczak","The neurohormone oxytocin (OT) has been one the most studied peptides in behavioural sciences over the past two decades. Primarily known for its crucial role in labour and lactation, a rapidly growing literature suggests that intranasal OT (IN-OT) may also play a role in the emotional and social lives of humans. However, the lack of a convincing theoretical framework explaining the effects of IN-OT that would also allow the prediction of which moderators exert their effects and when has raised healthy skepticism regarding the robustness of human behavioural IN-OT research. Poor knowledge of the exact pharmacokinetic properties of OT, as well as crucial statistical and methodological issues and the absence of direct replication efforts, may have lead to a publication bias in the IN-OT literature, with many unpublished studies with null results remaining buried in laboratory drawers. Is there a file drawer problem in IN-OT research? If this is the case, it may also be true in our own laboratory. The present study aims to answer this question, document the extent of the problem and discuss its implications for OT research. For eight studies (including 13 dependent variables overall, as assessed through 25 different paradigms) performed in our laboratory between 2009 and 2014 on 453 subjects, the results obtained were too often not those that were expected. Only five publications emerged from our studies and only one of these reported a null finding. After realising that our publication portfolio has become less and less representative of our actual findings and because the nonpublication of our data might contribute to generating a publication bias in IN-OT research, we decided to retrieve these studies from our drawer and encourage other laboratories to do the same.",Journal of Neuroendocrinology,2016,CONTRADICT,CONTRADICT,NEI,CONTRADICT
7252,Math Riddle From Decades Ago Finally Solved After Being Lost And Found by Researchers,Math Riddle From Decades Ago Finally Solved After Being Lost And Found by Researchers,https://www.sciencealert.com/math-riddle-from-decades-ago-finally-solved-after-being-lost-and-found-by-scientists,Physics,18-Aug-20,TRUE,https://dl.acm.org/doi/10.1145/3357713.3384249,Fully-dynamic planarity testing in polylogarithmic time,"Jacob Holm, Eva Rotenberg","Given a dynamic graph subject to insertions and deletions of edges, a natural question is whether the graph presently admits a planar embedding. We give a deterministic fully-dynamic algorithm for general graphs, running in amortized O(log3 n) time per edge insertion or deletion, that maintains a bit indicating whether or not the graph is presently planar. This is an exponential improvement over the previous best algorithm [Eppstein, Galil, Italiano, Spencer, 1996] which spends amortized O(âˆšn) time per update.",STOC 2020: Proceedings of the 52nd Annual ACM SIGACT Symposium on Theory of Computing,2020,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
7253,How Much Do Our Genes Really Influence Our Free Will?,How Much Do Our Genes Really Influence Our Free Will?,https://www.sciencealert.com/just-how-much-do-our-genes-restrict-our-free-will,Opinion,19-Oct-20,TRUE,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2015.1360,Association between the dopamine D4 receptor gene exon III variable number of tandem repeats and political attitudes in female Han Chinese,"Richard P. Ebstein, Mikhail V. Monakhov, Yunfeng Lu, Yushi Jiang, Poh San Lai and Soo Hong Chew","Twin and family studies suggest that political attitudes are partially determined by an individual's genotype. The dopamine D4 receptor gene (DRD4) exon III repeat region that has been extensively studied in connection with human behaviour, is a plausible candidate to contribute to individual differences in political attitudes. A first United States study provisionally identified this gene with political attitude along a liberalâ€“conservative axis albeit contingent upon number of friends. In a large sample of 1771 Han Chinese university students in Singapore, we observed a significant main effect of association between the DRD4 exon III variable number of tandem repeats and political attitude. Subjects with two copies of the 4-repeat allele (4R/4R) were significantly more conservative. Our results provided evidence for a role of the DRD4 gene variants in contributing to individual differences in political attitude particularly in females and more generally suggested that associations between individual genes, and neurochemical pathways, contributing to traits relevant to the social sciences can be provisionally identified.",Proceedings of the Royal Society B: Biological Sciences,2015,SUPPORT,SUPPORT,SUPPORT,SUPPORT
